0,0.024572,0.022802,0.023595,0.033076,0.026194,0.029493,0.020407,0.020042,0.021099,0.024759,0.023758,0.036687,0.02207,0.023156,0.032287,0.025442,0.045559,0.023707,0.023315,0.059557,0.056275,0.053592,0.054797,0.053122,0.056707,0.056773,0.052821,0.054506,0.054783,0.053752,0.056766,0.055067,0.044784,0.051804,0.057159,0.060413,0.054452,0.057563,0.053073,0.047073,0.045916,0.033452,0.048482,0.046498,0.039478,0.046951,0.052733,0.044761,0.041002,0.050293,0.043186,0.043461,0.029111,0.045307,0.041269,0.049186,0.044777,0.04831,0.042445,0.050649,0.039795,0.049607,0.041711,0.042409,0.049289,0.036234,0.051991,0.0397,0.030277,0.04641,0.048536,0.038235,0.041472,0.040083,0.045898,0.041291,0.047118,0.044255,0.036987
0.024572,0,0.021159,0.020423,0.02181,0.018651,0.020787,0.02347,0.023916,0.024407,0.020003,0.019437,0.023633,0.021736,0.019315,0.022846,0.020663,0.031423,0.023204,0.020118,0.041517,0.038743,0.037118,0.040813,0.036926,0.039438,0.039476,0.037806,0.038091,0.0391,0.037256,0.039454,0.037426,0.03098,0.036184,0.039447,0.038212,0.037092,0.039994,0.036563,0.032509,0.03162,0.02319,0.032958,0.03127,0.026865,0.031206,0.03718,0.029812,0.027678,0.034108,0.030394,0.030212,0.021802,0.034015,0.028238,0.03395,0.029805,0.034137,0.028409,0.034563,0.02881,0.033887,0.027426,0.029875,0.032926,0.026341,0.035008,0.025931,0.030811,0.031237,0.032861,0.027055,0.028233,0.026706,0.030376,0.027752,0.031209,0.032845,0.025488
0.022802,0.021159,0,0.019883,0.024727,0.021895,0.023492,0.022173,0.022307,0.022925,0.019889,0.019601,0.027469,0.020153,0.020245,0.024998,0.020516,0.034983,0.021862,0.020446,0.044523,0.041791,0.040513,0.042799,0.04035,0.042073,0.042175,0.041118,0.04271,0.043566,0.040795,0.042009,0.040465,0.03414,0.039766,0.042262,0.041833,0.039932,0.042745,0.03896,0.037009,0.036069,0.025939,0.037868,0.035713,0.031282,0.035585,0.041325,0.034293,0.031322,0.038695,0.034299,0.034386,0.023177,0.037672,0.032291,0.038041,0.034053,0.038072,0.032836,0.037106,0.030634,0.03573,0.030512,0.03188,0.036096,0.028065,0.037929,0.030171,0.028758,0.033466,0.034989,0.028911,0.030735,0.029691,0.032958,0.030676,0.034147,0.035746,0.027295
0.023595,0.020423,0.019883,0,0.023304,0.021059,0.022432,0.022714,0.022879,0.023604,0.019119,0.0189,0.025847,0.020186,0.019529,0.023777,0.019517,0.03317,0.022001,0.019787,0.042307,0.039701,0.038462,0.040772,0.038329,0.039965,0.040049,0.0391,0.040713,0.041633,0.03872,0.039867,0.038396,0.03239,0.037739,0.040104,0.039781,0.037899,0.040594,0.036955,0.03529,0.034475,0.02481,0.03608,0.033957,0.029907,0.03375,0.039616,0.032647,0.029773,0.036819,0.032787,0.032932,0.02224,0.036364,0.030755,0.036014,0.032323,0.036488,0.031314,0.035112,0.030574,0.033735,0.028624,0.030219,0.034054,0.026247,0.035915,0.028449,0.029273,0.031556,0.033057,0.027126,0.02885,0.027885,0.031079,0.028757,0.032124,0.033957,0.025621
0.033076,0.02181,0.024727,0.023304,0,0.020151,0.021318,0.030884,0.031779,0.0321,0.021698,0.021613,0.019293,0.026301,0.022768,0.021004,0.022367,0.02575,0.027259,0.023963,0.030745,0.028249,0.027218,0.030037,0.027169,0.02886,0.028999,0.028964,0.029868,0.031726,0.027525,0.028723,0.026844,0.024766,0.027189,0.028841,0.028459,0.026637,0.02928,0.026395,0.027249,0.02675,0.020986,0.02726,0.025523,0.023863,0.024595,0.030073,0.024451,0.022758,0.027022,0.026476,0.026065,0.020943,0.028715,0.024133,0.02615,0.024362,0.028472,0.023873,0.02524,0.021844,0.024075,0.020329,0.023133,0.023546,0.021912,0.024781,0.021064,0.034985,0.022234,0.023122,0.023978,0.023063,0.020332,0.021403,0.021181,0.022452,0.024216,0.020299
0.026194,0.018651,0.021895,0.021059,0.020151,0,0.019409,0.024304,0.024867,0.025706,0.020314,0.019639,0.02159,0.02308,0.020152,0.021854,0.021242,0.029942,0.023969,0.020373,0.039222,0.036045,0.034547,0.038495,0.034403,0.037038,0.037161,0.035726,0.035792,0.037228,0.034652,0.036878,0.034919,0.028924,0.033904,0.037248,0.03561,0.034599,0.037534,0.033945,0.031966,0.030628,0.02248,0.031889,0.030134,0.026044,0.030393,0.035537,0.028965,0.027111,0.032001,0.02979,0.029363,0.02177,0.035553,0.027136,0.032058,0.02937,0.032616,0.027803,0.032088,0.028119,0.031501,0.02494,0.028681,0.029662,0.026154,0.031695,0.023094,0.032766,0.028001,0.029771,0.025541,0.027084,0.024313,0.026841,0.025145,0.02801,0.029633,0.022346
0.029493,0.020787,0.023492,0.022432,0.021318,0.019409,0,0.027077,0.02805,0.027618,0.02182,0.021685,0.023144,0.025261,0.022479,0.025454,0.022803,0.033432,0.024724,0.021915,0.040867,0.037662,0.036394,0.039858,0.036337,0.038486,0.038611,0.038453,0.039003,0.040627,0.036633,0.038592,0.036078,0.03213,0.036332,0.038729,0.037735,0.035492,0.039147,0.035249,0.034973,0.034213,0.025849,0.034836,0.032887,0.029565,0.032057,0.038352,0.030627,0.028981,0.035044,0.033627,0.032948,0.025222,0.036298,0.031168,0.033592,0.030683,0.035752,0.029443,0.033552,0.027279,0.032718,0.026157,0.029681,0.030872,0.028804,0.033222,0.024454,0.033941,0.029395,0.031301,0.024711,0.027577,0.025475,0.027545,0.026639,0.029046,0.029665,0.024107
0.020407,0.02347,0.022173,0.022714,0.030884,0.024304,0.027077,0,0.019612,0.020666,0.023865,0.022926,0.034454,0.022229,0.022913,0.031369,0.024578,0.044474,0.022438,0.022197,0.057611,0.05418,0.052301,0.054166,0.051907,0.054789,0.054845,0.052154,0.053897,0.054689,0.052317,0.054699,0.052977,0.043674,0.050722,0.055192,0.053467,0.052285,0.055594,0.050956,0.046835,0.045617,0.032846,0.047942,0.045741,0.039062,0.045893,0.053637,0.043956,0.0402,0.049362,0.043126,0.043326,0.028951,0.046075,0.040733,0.047973,0.043814,0.048044,0.041814,0.04829,0.03936,0.047312,0.039328,0.041089,0.046837,0.035912,0.049633,0.037564,0.031192,0.043751,0.046,0.035868,0.039442,0.037874,0.043112,0.039227,0.044448,0.044721,0.034128
0.020042,0.023916,0.022307,0.022879,0.031779,0.024867,0.02805,0.019612,0,0.020661,0.024073,0.022929,0.035482,0.022095,0.022979,0.031414,0.0247,0.044929,0.022776,0.022515,0.058753,0.05532,0.053129,0.057923,0.052777,0.055857,0.055943,0.052843,0.054909,0.055586,0.053454,0.055696,0.054236,0.044202,0.051571,0.056365,0.054421,0.053551,0.056648,0.051942,0.047968,0.046596,0.033507,0.04914,0.046864,0.039984,0.047117,0.054354,0.045258,0.041183,0.050341,0.043913,0.044279,0.029161,0.046826,0.041431,0.049297,0.044967,0.048815,0.043039,0.049308,0.03943,0.048248,0.040322,0.042022,0.048089,0.03591,0.050967,0.038609,0.03136,0.044798,0.047027,0.036814,0.040526,0.038777,0.044419,0.04017,0.045722,0.04429,0.034561
0.021099,0.024407,0.022925,0.023604,0.0321,0.025706,0.027618,0.020666,0.020661,0,0.024722,0.024087,0.036093,0.023123,0.024184,0.033433,0.025772,0.047266,0.022711,0.022896,0.06069,0.057228,0.055207,0.057216,0.054779,0.057708,0.057769,0.055196,0.05659,0.057519,0.05542,0.057855,0.055696,0.046265,0.053628,0.058097,0.05646,0.054824,0.058669,0.053725,0.048979,0.048085,0.034755,0.050196,0.047873,0.041109,0.047474,0.054303,0.045387,0.041396,0.051911,0.04564,0.045655,0.030781,0.048699,0.043416,0.050619,0.045138,0.050264,0.043062,0.051148,0.040479,0.050066,0.041476,0.042978,0.049622,0.037296,0.052486,0.039225,0.031004,0.046464,0.048926,0.036958,0.041501,0.039697,0.045331,0.041057,0.04692,0.047042,0.036153
