0.03921,-0.011847,0.0028058
0.022876,-0.0050946,-0.0062657
0.028157,-0.0031338,0.0042105
0.026248,0.0010005,0.0004712
0.010569,0.0056072,-0.002511
0.020181,0.0028342,-0.0069531
0.021824,0.010389,-0.0072524
0.039013,-0.0044845,-0.0067663
0.039836,-0.0077427,-0.0031834
0.04191,-0.0027193,0.0030256
0.021383,0.00052002,0.0015127
0.021707,-0.00095887,-0.0013895
0.005388,0.0044445,-0.0057811
0.028322,-0.0095546,0.0017849
0.022572,-0.0063159,-0.0008968
0.0077249,-0.0025324,-0.0047502
0.020637,-0.0028181,-0.0073447
-0.0079845,-0.0036271,-0.0064616
0.034411,0.0062397,6.9709e-05
0.02862,-0.00016738,-0.0062713
